API Well Number,County,Company Name,API Hole Number,Sidetrack,Completion,Well Type,Production Field Name,Well Status,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl",Reporting Year,Location 1
31013193370000,13,Great Lakes Energy Partners,19337,0,0,GD,Lakeshore,AC,"Hunt, E #1",Poland,Medina,12,7786,0,1989,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31051173160000,51,"Lenape Resources, Inc.",17316,0,0,GD,Uhley Corners-Caledonia,AC,Sinclair 91,Caledonia,Medina,12,1016,40,1990,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31013182570000,13,Great Lakes Energy Partners,18257,0,0,GD,Lakeshore,AC,"Ploss, R 1",Chautauqua,Devonian Shale,12,6012,0,1997,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31009169900000,9,Eastern American Energy Corp.,16990,0,0,GD,Lakeshore,AC,Eccles #1,Randolph,Medina,12,912,0,1999,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31029081950000,29,Seneca Resources Corp.,8195,0,0,GW,Orchard Park-Hamburg,AC,Sowle #16-I,Hamburg,Medina,12,6640,0,1990,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31013145480000,13,Belden & Blake Corporation,14548,0,0,GD,Lakeshore,AC,Mansfield 585,Westfield,Medina,12,3820,2,1997,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31051174590000,51,"Lenape Resources, Inc.",17459,0,0,GD,Uhley Corners-Caledonia,AC,Johnson 215,Caledonia,Medina,12,1418,0,1996,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31013185690000,13,"Lenape Resources, Inc.",18569,0,0,GD,Lakeshore,AC,Kopta 683,Ripley,Medina,12,3371,26,1987,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31037194260000,37,United States Gypsum Co.,19426,0,0,GD,Indian Falls,AC,Scarborough #1,Alabama,Medina,12,3323,52,1997,"Alabama, NY
(43.12753359900046, -78.45730864099966)"
31037206880000,37,United States Gypsum Co.,20688,0,0,GE,Huron Creek,AC,"Harasimowicz, H. #1",Alexander,Medina,12,3135,87,1990,"Alexander, NY
(42.901733899000476, -78.25626928699967)"
31013197910000,13,"Doran & Associates, Inc.",19791,0,0,NL,Lakeshore,EX,C. & J. Lee 1-A,Poland,None Specified,2,133,0,1988,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013183800000,13,Great Lakes Energy Partners,18380,0,0,GD,Lakeshore,AC,"Rhebergen, H #2",Clymer,Tully,12,5809,171,1993,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31029164480000,29,"Stedman Energy, Inc.",16448,0,0,GD,Brant-Eden,AC,Vacco Unit #1,Brant,Medina,12,737,0,1997,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31013223390000,13,"Schreiner Oil & Gas, Inc.",22339,0,0,GD,Lakeshore,IN,Stoll #1,Hanover,Medina,0,0,0,1994,"Hanover, NY
(42.963563303000456, -75.37938870499966)"
31013193010000,13,"Universal Resources Holdings , Inc.",19301,0,0,GD,Lakeshore,AC,NYSRA #1 #6392,Gerry,Medina,12,3143,12,1993,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31029192360000,29,"GFS Energy, Inc.",19236,0,0,GD,Brant-Eden,AC,Mammoser 1,Boston,Medina,1,5,0,1997,"Boston, NY
(42.6409508320005, -78.73951583799965)"
31009168380000,9,Eastern American Energy Corp.,16838,0,0,GD,Lakeshore,AC,Waite 1,Randolph,Medina,12,743,0,1995,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31121181490000,121,United States Gypsum Co.,18149,0,0,GD,Sheldon,AC,Kirsch #1,Sheldon,Medina,12,3153,0,1993,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31051161860000,51,"Lenape Resources, Inc.",16186,0,0,GD,Uhley Corners-Caledonia,AC,Weewood 86,Caledonia,Medina,12,2006,0,1993,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31029072610000,29,Operating Engineers Local 17,7261,0,0,GE,Orchard Park-Hamburg,AC,Acme Shale Brick Co 2,Hamburg,Medina,8,1995,0,1986,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31037196630000,37,United States Gypsum Co.,19663,0,0,GD,Huron Creek,AC,"Schmigel, M. #1",Pembroke,Medina,12,2409,0,1996,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31013184310000,13,Great Lakes Energy Partners,18431,0,0,GD,Lakeshore,AC,"Goodell, J 1",Ellery,Medina,12,9238,0,1995,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31029142680000,29,"Stedman Energy, Inc.",14268,0,0,GD,Brant-Eden,AC,Kasinski #1,Eden,Medina,6,577,4,1991,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013148300000,13,Belden & Blake Corporation,14830,0,0,GD,Lakeshore,AC,"Johnson, H #1",Gerry,Medina,1,312,1,1987,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31099212860000,99,"Columbia Natural Resources, Inc.",21286,0,0,GE,Fayette-Waterloo,AC,Jensen 1160-1,Fayette,Queenston,12,5560,0,1997,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31013183160000,13,Seneca Resources Corp.,18316,0,0,GD,Lakeshore,AC,"Youngberg, L #6280",Cherry Creek,Medina,12,5598,1,1987,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31099212580000,99,Columbia Natural Resources  LLC,21258,0,0,GD,Fayette-Waterloo,AC,Freir 995-3,Fayette,Queenston,12,2468,0,1995,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31037128930000,37,United States Gypsum Co.,12893,0,0,GD,Huron Creek,AC,Herrington 1,Darien,Medina,12,885,16,1995,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013177500000,13,"Kastle Resources Enterprises, Inc.",17750,0,0,GD,Lakeshore,AC,Condon #2-B,Cherry Creek,Medina,12,469,0,1997,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013183800000,13,Great Lakes Energy Partners,18380,0,0,GD,Lakeshore,AC,"Rhebergen, H #2",Clymer,Tully,12,6138,189,1994,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31121221150000,121,United States Gypsum Co.,22115,0,0,GD,Alden-Lancaster,AC,"Olszewski, H. #2",Bennington,Medina,12,5236,0,1993,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31009169240000,9,"Texas Keystone, Inc.",16924,0,0,GD,Lakeshore,AC,Bezeljak D #1,Persia,Medina,11,4519,0,1990,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31013190460000,13,"Lenape Resources, Inc.",19046,0,0,GD,Lakeshore,AC,Johnson/Smedley #1-254,Ellery,Medina,12,5911,160,1994,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31013121980000,13,Belden & Blake Corporation,12198,0,0,GD,Lakeshore,AC,Sam 1355,Dunkirk,Medina,0,0,0,1985,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31013178090000,13,"Kastle Resources Enterprises, Inc.",17809,0,0,GD,Lakeshore,IN,Auffinger #1,Ellington,Medina,0,0,0,1990,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31013184220000,13,Great Lakes Energy Partners,18422,0,0,GD,Lakeshore,AC,"Blood,J 1",Ellington,Medina,12,14092,0,1987,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31013124910000,13,"Kastle Resources Enterprises, Inc.",12491,0,0,GD,Lakeshore,AC,Fredrickson 49,Cherry Creek,Grimsby,10,4224,0,1989,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31009179720000,9,Great Lakes Energy Partners,17972,0,0,GD,Lakeshore,AC,"Kurek, E #3",Conewango,Medina,12,3741,0,1996,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31121208470000,121,United States Gypsum Co.,20847,0,0,GD,Danley Corners,AC,"Willey, K. #1",Bennington,Medina,12,1204,0,1993,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31029199270000,29,"Cotton Well Drilling Co., Inc.",19927,0,0,GD,Brant-Eden,AC,Blasz #1,Eden,Medina,12,4472,0,1986,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013169740000,13,Great Lakes Energy Partners,16974,0,0,GD,Lakeshore,AC,"Cochran,J 1",Chautauqua,Medina,12,3136,31,1992,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31029182700000,29,"Pan Energy Company, Inc.",18270,0,0,GD,Concord,AC,Kissing Bridge #1,Concord,Medina,5,214,0,1998,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31037205950000,37,United States Gypsum Co.,20595,0,0,GE,Bethany,AC,Lor-Rob Dairy #17 (6815),Bethany,Medina,11,0,0,1993,"Bethany, NY
(42.91424359000047, -78.19239885099967)"
31029033460000,29,"Zerkowski, David A. & Carrie A",3346,0,0,GD,West Seneca,AC,Gross (Beiver) #121,West Seneca,Medina,12,9294,6,1987,"West Seneca, NY
(42.8498506140005, -78.80010811999966)"
31013137460000,13,"Petroleum Evaluation and Management Co., Inc",13746,0,0,GD,Lakeshore,PA,Akin 1,Chautauqua,Medina,0,0,0,1989,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31051161070000,51,"Lenape Resources, Inc.",16107,0,0,GD,Finnegan Hill,AC,Wadsworth 56,Caledonia,Medina,11,1147,0,1989,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31013224580000,13,"New York Gas & Oil Co, Inc.",22458,0,0,GD,Lakeshore,AC,Swanson #1,Ellery,Medina,1,0,0,1999,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31009219860000,9,Great Lakes Energy Partners,21986,0,0,GD,Lakeshore,AC,Miller #1244,Leon,Medina,12,15048,0,1993,"Leon, NY
(42.29338150400048, -79.01635918699964)"
31013158070000,13,Great Lakes Energy Partners,15807,0,0,GD,Lakeshore,AC,"White, H 4",French Creek,Medina,12,4575,213,1990,"French Creek, NY
(42.0678276910005, -79.70365587199967)"
31037615360000,37,Rochester Gas & Electric Corp.,61536,0,0,GD,Pavilion,PA,Cain 1,Pavilion,Medina,12,0,0,1990,"Pavilion, NY
(42.87466008700045, -78.02324781999965)"
31121170480000,121,"Lenape Resources, Inc.",17048,0,0,GD,Leicester,AC,Halma #109,Perry,Medina,12,1475,0,1993,"Perry, NY
(42.719613163000474, -78.00549933199966)"
31009222700000,9,Great Lakes Energy Partners,22270,0,0,GD,Lakeshore,AC,"Swartzentruber, J #1",Leon,Medina,12,1437,0,1997,"Leon, NY
(42.29338150400048, -79.01635918699964)"
31009172250000,9,Great Lakes Energy Partners,17225,0,0,GD,Lakeshore,AC,"Miller, J #1",Conewango,Medina,10,2375,0,1991,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31013150530000,13,"Kastle Resources Enterprises, Inc.",15053,0,0,GD,Lakeshore,AC,Weller NY #78,Harmony,Medina,12,10933,0,1986,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31009168060000,9,Eastern American Energy Corp.,16806,0,0,GD,Lakeshore,AC,Rosemary Andrews 2,Randolph,Medina,0,0,0,1990,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31009170960000,9,Great Lakes Energy Partners,17096,0,0,GD,Lakeshore,AC,"Hershberger, A #1",Conewango,Medina,12,3495,0,1993,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31013187280000,13,Vineyard Oil & Gas Co.,18728,0,0,GD,Lakeshore,AC,Kurjian #1,Sherman,Medina,12,2434,210,1993,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31029179990000,29,Erie County Agricultural Society,17999,0,0,GD,Orchard Park-Hamburg,IN,Erie County Fair Gro,Hamburg,Medina,0,0,0,1998,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31013172830000,13,"Kastle Resources Enterprises, Inc.",17283,0,0,GD,Lakeshore,AC,Hess #2,Cherry Creek,Medina,12,2037,0,1986,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31009170670000,9,"Pefley Oil & Gas, Inc.",17067,0,0,GD,Lakeshore,AC,"Irish, I #1",New Albion,Medina,12,2771,,2000,"New Albion, NY
(42.28950865900049, -78.88947878099964)"
31099204160000,99,"Pioneer Resources, Inc.",20416,0,0,GD,Fayette-Waterloo,AC,Stengle-Swartley 1,Fayette,Queenston,12,15059,0,1989,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31009208970000,9,Fault Line Oil Corp.,20897,0,0,GD,Ashford,IN,Wilkosz #1,Ashford,Medina,6,2301,0,1988,"Ashford, NY
(42.32096445800045, -78.60733561199964)"
31029114390000,29,"Ardent Resources, Inc.",11439,0,0,GD,Concord,AC,Heary E. 1,Concord,Medina,12,4416,11,1992,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31003202380000,3,"Vandermark Exploration, Inc.",20238,0,0,GD,Gordon Brook,IN,Palmer #2,Scio,Oriskany,11,24608,984,1987,"Scio, NY
(42.17333134500046, -77.98390995499966)"
31013113540000,13,Belden & Blake Corporation,11354,0,0,GD,Lakeshore,AC,Paddock Unit 271 1,Portland,Medina,12,3481,0,1998,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013112740000,13,Belden & Blake Corporation,11274,0,0,GD,Lakeshore,AC,Dean 257,Portland,Medina,11,1141,0,1996,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013181240000,13,"Lenape Resources, Inc.",18124,0,0,GD,Lakeshore,AC,Neckers #1-703,Mina,Medina,11,7132,69,1988,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31011136440000,11,"OI Auburn, Inc.",13644,0,0,GE,West Auburn,AC,Ball C & W T113-11,Throop,Queenston,12,317,0,1992,"Throop, NY
(42.975983672000496, -76.57063642899965)"
31013208340000,13,Great Lakes Energy Partners,20834,0,0,GD,Lakeshore,AC,"Bunce, B #4",Poland,Medina,12,6933,0,1997,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013207610000,13,Great Lakes Energy Partners,20761,0,0,GD,Lakeshore,AC,"Ormond, T #1",Poland,Medina,12,10893,0,1989,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013139760000,13,Great Lakes Energy Partners,13976,0,0,GD,Lakeshore,IN,"Sherman, W J 1",Busti,Medina,8,396,0,1986,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31037196590000,37,United States Gypsum Co.,19659,0,0,GD,Indian Falls,AC,"Beideck, E. #1",Pembroke,Medina,12,1060,20,2000,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31013045810000,13,Belden & Blake Corporation,4581,0,0,GD,Lakeshore,AC,Boswell J L 1,Ellery,Medina,1,1354,0,1998,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31013170270000,13,Great Lakes Energy Partners,17027,0,0,GD,Lakeshore,AC,"Nordland,T 1a",Kiantone,Medina,11,2789,0,1987,"Kiantone, NY
(42.02199943500045, -79.19809619699964)"
31013162370000,13,"Stedman Energy, Inc.",16237,0,0,GD,Lakeshore,AC,NYSRA #6-3,Stockton,Medina,12,1071,0,1996,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013159840000,13,"Chautauqua Energy,  Inc.",15984,0,0,GD,Lakeshore,AC,Harris 1,Ripley,Medina,5,357,0,1992,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013127740000,13,Great Lakes Energy Partners,12774,0,0,GD,Lakeshore,AC,Eggert 1,Westfield,Medina,11,2650,0,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013119000000,13,Belden & Blake Corporation,11900,0,0,GD,Lakeshore,AC,Verhague 426,Stockton,Medina,0,0,0,1985,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31009222780000,9,Great Lakes Energy Partners,22278,0,0,GD,Lakeshore,AC,"Miller, E #1",Leon,Medina,12,12975,0,1996,"Leon, NY
(42.29338150400048, -79.01635918699964)"
31029200570000,29,"Cotton Well Drilling Co., Inc.",20057,0,0,GD,Brant-Eden,AC,Schreiber D 1,Eden,Medina,12,760,0,1995,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31037194350000,37,United States Gypsum Co.,19435,0,0,GD,Indian Falls,PA,Kiefer 1,Batavia,Medina,4,25,0,1989,"Batavia, NY
(42.99836355800045, -78.18823639699963)"
31029211650000,29,"Weil Resources, Inc.",21165,0,0,GD,Central Wales,IN,Mac-V #1,Wales,Onondaga,8,247,0,1992,"Wales, NY
(42.70394143600049, -78.57472823799964)"
31037195390000,37,United States Gypsum Co.,19539,0,0,GD,Indian Falls,PA,Douvlos 1,Batavia City,Medina,4,231,0,1992,"Batavia City, NY
(42.99836355800045, -78.18823639699963)"
31013153680000,13,Great Lakes Energy Partners,15368,0,0,GD,Lakeshore,AC,"Vernon, L 2",Westfield,Medina,12,2736,0,1991,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013201490000,13,Great Lakes Energy Partners,20149,0,0,GD,Lakeshore,AC,Larimer/Norton #1,Clymer,Medina,12,5614,217,1994,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013169090000,13,"REI-NY, Inc.",16909,0,0,OD,Gerry-Charlotte,AC,Forbes #3,Gerry,Bass Island,12,46289,0,1986,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013119000000,13,Belden & Blake Corporation,11900,0,0,GD,Lakeshore,AC,Verhague 426,Stockton,Medina,12,1265,8,1997,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31009220540000,9,Belden & Blake Corporation,22054,0,0,GD,Utley Brook,AC,Nccgs #1,Otto,Medina,12,3950,0,1998,"Otto, NY
(42.356452499000454, -78.83082631199966)"
31051161340000,51,"Lenape Resources, Inc.",16134,0,0,GD,Uhley Corners-Caledonia,AC,Dearcop 71,Caledonia,Medina,12,1741,0,1987,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31013157870000,13,"Stedman Energy, Inc.",15787,0,0,GD,Lakeshore,AC,Gnagy#1,Ellery,Medina,3,331,0,1991,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31013122750000,13,"Lenape Resources, Inc.",12275,0,0,GW,Lakeshore,AC,Luczk0wiak 455,Arkwright,Medina,11,718,0,1986,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013113520000,13,Belden & Blake Corporation,11352,0,0,GD,Lakeshore,AC,Josephson 329 #1,Stockton,Medina,12,1762,35,2000,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31011155290000,11,Wells College,15529,0,0,GW,Wells College,AC,Wells College 1,Ledyard,Queenston,12,1,0,1996,"Ledyard, NY
(42.69507165900046, -76.62138977699965)"
31009211110000,9,Fault Line Oil Corp.,21111,0,0,GD,Chaffee-Arcade,AC,Medina Power Co #1,Yorkshire,Medina,12,5581,3,1997,"Yorkshire, NY
(42.530221532000496, -78.47539655699967)"
31013121740000,13,Belden & Blake Corporation,12174,0,0,GD,Lakeshore,AC,Foreman 1341 #1,Dunkirk,Medina,7,1732,86,1997,"Dunkirk, NY
(42.487243753000485, -79.33577835999967)"
31013146690000,13,"Eclipse Energy Company, LLC",14669,0,0,GD,Lakeshore,AC,Balling 3157,Chautauqua,Medina,12,15887,0,1987,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013187350000,13,"Kastle Resources Enterprises, Inc.",18735,0,0,GD,Lakeshore,AC,Lenczyk 1,Ellington,Medina,12,1635,0,1992,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31037161470000,37,"Leroy, Village of",16147,0,0,GD,Pavilion,AC,Village of Leroy,Pavilion,Medina,12,1,0,1991,"Pavilion, NY
(42.87466008700045, -78.02324781999965)"
31013114560000,13,Belden & Blake Corporation,11456,0,0,GD,Lakeshore,AC,Barber 259,Portland,Medina,12,4351,0,1987,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013224580000,13,"New York Gas & Oil Co, Inc.",22458,0,0,GD,Lakeshore,AC,Swanson #1,Ellery,Medina,0,0,0,1997,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31099195830000,99,"Rasmussen, Ronnie O.",19583,0,0,GD,Fayette-Waterloo,AC,Freier 1,Fayette,Queenston,12,7330,0,1990,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31121176020000,121,United States Gypsum Co.,17602,0,0,GD,Danley Corners,AC,Gadd #1,Bennington,Medina,12,3485,0,1991,"Bennington, NY
(42.83674245900045, -78.39450561599966)"
31037194750000,37,United States Gypsum Co.,19475,0,0,GD,Huron Creek,PA,Reynolds 2,Pembroke,Medina,0,0,0,1985,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31013180180000,13,Great Lakes Energy Partners,18018,0,0,GD,Lakeshore,AC,"Briggs,J 6",Clymer,Medina,12,1344,0,2000,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013113870000,13,Belden & Blake Corporation,11387,0,0,GD,Lakeshore,AC,Emling 373,Ripley,Medina,10,2645,0,1990,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013200040000,13,Great Lakes Energy Partners,20004,0,0,GD,Lakeshore,AC,"Brown, C #1",Poland,Medina,12,28397,0,1986,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013115120000,13,"20 Bliss Street, Inc.",11512,0,0,GD,Lakeshore,AC,Manley 1,Sheridan,Medina,12,2350,0,1989,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013163850000,13,"Crump, Howard E. & Dianne",16385,0,0,GD,Lakeshore,AC,Crump 1,Sherman,Medina,12,145,0,1992,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31009169940000,9,"Texas Keystone, Inc.",16994,0,0,GD,Lakeshore,AC,Larimer & Norton #3,Persia,Medina,12,1310,0,1998,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31013189980000,13,"Goose Creek Drilling, Inc.",18998,0,0,GD,Lakeshore,AC,Fairbank A. Joseph #1,Harmony,Medina,12,8342,80,1988,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31099195350000,99,"Columbia Natural Resources, Inc.",19535,0,0,GD,Fayette-Waterloo,AC,Johnson 1 (4100),Fayette,Queenston,11,8903,691,1998,"Fayette, NY
(42.81890018200045, -76.80892795599965)"
31029185640000,29,"Henry W. Agle & Sons, Inc.",18564,0,0,GD,Brant-Eden,AC,Hw Agle #1,Eden,Medina,0,1157,0,1989,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31051205740000,51,"Lenape Resources, Inc.",20574,0,0,GD,Avon,AC,Steele 2a,Avon,Medina,4,1057,0,1990,"Avon, NY
(42.91258218200045, -77.74701633399968)"
31013181760000,13,"Smith, Diman T. and LouAnn",18176,0,0,GD,Gerry-Charlotte,IN,Knapp #750,Gerry,Bass Island,9,257,2,1994,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31037196820000,37,United States Gypsum Co.,19682,0,0,GD,Huron Creek,AC,"Smith, G. 3",Pembroke,Medina,12,313,0,1995,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31051175030000,51,"Lenape Resources, Inc.",17503,0,0,GD,Uhley Corners-Caledonia,AC,Clark 238,Caledonia,Medina,5,9113,0,1985,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31121180590000,121,United States Gypsum Co.,18059,0,0,GD,Sheldon,AC,Boxler #1,Sheldon,Medina,12,405,20,1999,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31013152720000,13,"Kastle Resources Enterprises, Inc.",15272,0,0,GD,Lakeshore,IN,Neil NY #7,Harmony,Medina,0,0,0,1987,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31009169860000,9,"Gebhard, Paul R.",16986,0,0,GD,Lakeshore,AC,"Gephard, P #2",Conewango,Medina,12,250,0,1996,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31051174150000,51,"Lenape Resources, Inc.",17415,0,0,GD,Avon,AC,Hanover Avon Inc 2,Avon,Medina,12,1102,0,1997,"Avon, NY
(42.91258218200045, -77.74701633399968)"
31013125110000,13,"Kastle Resources Enterprises, Inc.",12511,0,0,GD,Lakeshore,AC,Nobles NY #36,Cherry Creek,Medina,12,2532,0,1993,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31009171480000,9,Great Lakes Energy Partners,17148,0,0,GD,Lakeshore,AC,Fluker/Hill #1,Conewango,Medina,12,1232,0,1994,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31029142620000,29,L. W. Resources,14262,0,0,GD,Akron,AC,Thayer 1,Newstead,Medina,12,200,0,1999,"Newstead, NY
(42.96042359900048, -78.52367565699967)"
31051174450000,51,"Lenape Resources, Inc.",17445,0,0,GD,Uhley Corners-Caledonia,AC,Bovee 199,York,Medina,12,2173,40,1988,"York, NY
(43.20406110900046, -76.93921900099963)"
31013183670000,13,"Lenape Resources, Inc.",18367,0,0,GD,Lakeshore,AC,Dewey 736,Sherman,Medina,12,2914,108,1990,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013169080000,13,"Nornew, Inc.",16908,0,0,GD,Lakeshore,AC,Aiken Unit #1,Ellicott,Medina,12,7058,50,1991,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31013145890000,13,Great Lakes Energy Partners,14589,0,0,GD,Lakeshore,AC,Chautauqua Inst 1,Chautauqua,Medina,3,217,0,1989,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31121186820000,121,"Stedman Energy, Inc.",18682,0,0,GD,Chaffee-Arcade,AC,Ressler #1,Arcade,Medina,12,3756,0,1993,"Arcade, NY
(42.533830182000486, -78.42824739199966)"
31013130560000,13,Great Lakes Energy Partners,13056,0,0,GD,Lakeshore,AC,Wright 2,Westfield,Medina,11,1054,0,1986,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013211710000,13,Great Lakes Energy Partners,21171,0,0,GD,Lakeshore,AC,"Musso, R #1",Portland,Medina,12,2491,25,1992,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013096200000,13,Belden & Blake Corporation,9620,0,0,GD,Lakeshore,AC,Anderson & Jones #1  5,Chautauqua,Medina,12,6611,14,1992,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31121208650000,121,Fault Line Oil Corp.,20865,0,0,GD,Chaffee-Arcade,AC,Spencer-Haley et al #1,Arcade,Medina,12,1128,1,1999,"Arcade, NY
(42.533830182000486, -78.42824739199966)"
31013124450000,13,Belden & Blake Corporation,12445,0,0,GD,Lakeshore,AC,Bordonaro 465,Arkwright,Medina,12,1651,38,1993,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013187840000,13,"GFS Energy, Inc.",18784,0,0,GD,Lakeshore,AC,Mehs Unit #2,Gerry,Medina,12,812,75,1998,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013197840000,13,"Lenape Resources, Inc.",19784,0,0,GD,Lakeshore,AC,McNallie #2-280,Ellery,Medina,12,877,0,1997,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31009177050000,9,"Texas Keystone, Inc.",17705,0,0,GD,Lakeshore,AC,H Eaton #2,Persia,Medina,12,307,0,1998,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31029202660000,29,L. W. Resources,20266,0,0,GD,Akron,IN,Cowan; F. Unit #1,Newstead,Medina,2,616,0,1986,"Newstead, NY
(42.96042359900048, -78.52367565699967)"
31003672900000,3,"McDonald, Gerald L.",67290,0,0,GD,Beech Hill-Independence,AC,Lund Fee #2,Independence,Fulmer Valley,12,0,0,1993,"Independence, NY
(42.088116312000466, -77.78137991299968)"
31029176740000,29,"Pan Energy Company, Inc.",17674,0,0,GD,Glenwood,AC,Montgomery #1,Colden,Medina,12,50,0,1996,"Colden, NY
(42.64848076400045, -78.68738691599964)"
